doi,editor,reviewers
10.21105/joss.00293,@acabunoc,@RichardLitt
10.21105/joss.00300,@Kevin-Mattheus-Moerman,@stavness
10.21105/joss.00280,@danielskatz,@jedbrown
10.21105/joss.00298,@kyleniemeyer,@scopatz
10.21105/joss.00296,@karthik,@kaneplusplus
10.21105/joss.00281,@danielskatz,@MatthewTurk
10.21105/joss.00279,@pjotrp,@krother
10.21105/joss.00282,@mgymrek,@genomematt
10.21105/joss.00272,@george-githinji,@sjackman
10.21105/joss.00338,@karthik,@arfon
10.21105/joss.00267,@arfon,@tacaswell
10.21105/joss.00265,@arfon,@brainstorm
10.21105/joss.00268,@arfon,@amoeba
10.21105/joss.00307,@danielskatz,@wlav
10.21105/joss.00291,@arfon,@MWieland
10.21105/joss.00259,@arokem,@cMadan
10.21105/joss.00255,@pjotrp,@ctb
10.21105/joss.00260,@karthik,@benmarwick
10.21105/joss.00248,@arfon,@sgrieve
10.21105/joss.00247,@labarba,@asmit3
10.21105/joss.00244,@arfon,@hugoledoux
10.21105/joss.00250,@arfon,@dvalters
10.21105/joss.00251,@arfon,@SergeStinckwich
10.21105/joss.00236,@katyhuff,@amoeba
10.21105/joss.00232,@arfon,@luizirber
10.21105/joss.00230,@arfon,@arfon
10.21105/joss.00224,@labarba,@jessdtate
10.21105/joss.00222,@arfon,@lnielsen
10.21105/joss.00258,@arokem,@nirum
10.21105/joss.00215,@arokem,@rdottle
10.21105/joss.00243,@george-githinji,@brainstorm
10.21105/joss.00217,@cMadan,@Kevin-Mattheus-Moerman
10.21105/joss.00257,@brainstorm,@roryk
10.21105/joss.00235,@arfon,@ekolve
10.21105/joss.00256,@arfon,@pjotrp
10.21105/joss.00204,@arfon,@vchuravy
10.21105/joss.00208,@pjotrp,@brainstorm
10.21105/joss.00202,@arfon,@TJBihl
10.21105/joss.00234,@pjotrp,@ngoto
10.21105/joss.00194,@arfon,@arfon
10.21105/joss.00216,@karthik,@bbolker
10.21105/joss.00205,@danielskatz,@zhaozhang
10.21105/joss.00189,@cMadan,@jsta
10.21105/joss.00188,@arokem,@anotherjoshsmith
10.21105/joss.00221,@danielskatz,@jmichel7
10.21105/joss.00190,@pjotrp,@kbroman
10.21105/joss.00242,@kyleniemeyer,@nicoguaro
10.21105/joss.00182,@arfon,@eteq
10.21105/joss.00207,@jakevdp,@johnh2o2
10.21105/joss.00185,@acabunoc,@daattali
10.21105/joss.00513,@arfon,@arfon
10.21105/joss.00177,@karthik,@arfon
10.21105/joss.00172,@arfon,@braverock
10.21105/joss.00231,@arfon,@rneher
10.21105/joss.00171,@arfon,@braverock
10.21105/joss.00176,@karthik,@amoeba
10.21105/joss.00168,@pjotrp,@sb10
10.21105/joss.00295,@karthik,@NelleV
10.21105/joss.00165,@kyleniemeyer,@arghdos
10.21105/joss.00167,@pjotrp,@brentp
10.21105/joss.00179,@mgymrek,@jyuan1322
10.21105/joss.00170,@arfon,@cmsaie
10.21105/joss.00146,@cMadan,@JohnGriffiths
10.21105/joss.00153,@Kevin-Mattheus-Moerman,@lassoan
10.21105/joss.00169,@acabunoc,@alanlivio
10.21105/joss.00139,@kyleniemeyer,@moorepants
10.21105/joss.00209,@arfon,@pjotrp
10.21105/joss.00140,@arfon,@astrofrog
10.21105/joss.00137,@arokem,@kdesimone
10.21105/joss.00166,@katyhuff,@nicoguaro
10.21105/joss.00161,@karthik,@gavinsimpson
10.21105/joss.00142,@george-githinji,@genomematt
10.21105/joss.00141,@cMadan,@fabian-s
10.21105/joss.00135,@arfon,@masalmon
10.21105/joss.00151,@labarba,@jflorence
10.21105/joss.00116,@george-githinji,@andrewjpage
10.21105/joss.00164,@acabunoc,@krother
10.21105/joss.00118,@pjotrp,@harmn
10.21105/joss.00133,@arfon,@RichardLitt
10.21105/joss.00119,@arfon,@jsta
10.21105/joss.00111,@arfon,@janschulz
10.21105/joss.00106,@arfon,@arfon
10.21105/joss.00125,@arfon,@arokem
10.21105/joss.00107,@acabunoc,@stain
10.21105/joss.00100,@arfon,@masalmon
10.21105/joss.00102,@arfon,@xuanxu
10.21105/joss.00124,@jakevdp,@DannyArends
10.21105/joss.00103,@cMadan,@tknapen
10.21105/joss.00097,@kyleniemeyer,@stijnvanhoey
10.21105/joss.00092,@cMadan,@PhilippPro
10.21105/joss.00091,@acabunoc,@riordan
10.21105/joss.00093,@danielskatz,@stevenrbrandt
10.21105/joss.00085,@pjotrp,@chapmanb
10.21105/joss.00087,@george-githinji,@byandell
10.21105/joss.00080,@arfon,@andersgs
10.21105/joss.00082,@labarba,@fonnesbeck
10.21105/joss.00079,@kyleniemeyer,@mtezzele
10.21105/joss.00075,@acabunoc,@acabunoc
10.21105/joss.00064,@Kevin-Mattheus-Moerman,@roliveros-ramos
10.21105/joss.00063,@arfon,@brylie
10.21105/joss.00062,@arfon,@katyhuff
10.21105/joss.00061,@karthik,@dgrtwo
10.21105/joss.00060,@arfon,@cMadan
10.21105/joss.00058,@arfon,@danielskatz
10.21105/joss.00056,@arfon,@karthik
10.21105/joss.00055,@cMadan,@mdnunez
10.21105/joss.00054,@arfon,@jankatins
10.21105/joss.00053,@pjotrp,@luizirber
10.21105/joss.00052,@arfon,@masalmon
10.21105/joss.00051,@arfon,@pragyansmita
10.21105/joss.00050,@mgymrek,@julianmcauley
10.21105/joss.00046,@arfon,@dfm
10.21105/joss.00045,@arfon,@tacaswell
10.21105/joss.00044,@danielskatz,@eschnett
10.21105/joss.00043,@arfon,@kyleniemeyer
10.21105/joss.00042,@arfon,@vchuravy
10.21105/joss.00041,@arfon,@davclark
10.21105/joss.00040,@arfon,@davclark
10.21105/joss.00038,@arfon,@mlinksva
10.21105/joss.00037,@arfon,@rmflight
10.21105/joss.00036,@arfon,@amoeba
10.21105/joss.00035,@arfon,@desilinguist
10.21105/joss.00034,@arfon,@rasbt
10.21105/joss.00033,@arfon,@jkahn
10.21105/joss.00032,@arfon,@robintw
10.21105/joss.00031,@arfon,@Kevin-Mattheus-Moerman
10.21105/joss.00029,@arfon,@jsta
10.21105/joss.00028,@arfon,@krother
10.21105/joss.00027,@arfon,@jkahn
10.21105/joss.00026,@arfon,@wrathematics
10.21105/joss.00025,@arfon,@krother;@agarie
10.21105/joss.00024,@arfon,@tacaswell
10.21105/joss.00023,@arfon,@xuanxu
10.21105/joss.00021,@arfon,@luizirber
10.21105/joss.00020,@arfon,@amoeba
10.21105/joss.00018,@arfon,@xuanxu
10.21105/joss.00017,@arfon,@krother
10.21105/joss.00016,@arfon,@kyleniemeyer
10.21105/joss.00012,@arfon,@nicoguaro
10.21105/joss.00011,@arfon,@betatim
